name,mood,description,latitude,longitude,vehicle,rating,opening_hours
Kalchillo,Calm,Popular calm tourist destination in Nepal.,29.22616,81.31156,Walk/Taxi/Car,4.5,24 Hours
Mathillo Kankrabari,Calm,Popular calm tourist destination in Nepal.,27.6363,85.45587,Walk/Taxi/Car,4.5,24 Hours
Churia Hills,Calm,Popular calm tourist destination in Nepal.,27.76667,82.4,Walk/Taxi/Car,4.5,24 Hours
Sagarmatha National Park,Calm,Popular calm tourist destination in Nepal.,27.93333,86.73333,Walk/Taxi/Car,4.5,24 Hours
Ghodaghodi Lake Area,Calm,Popular calm tourist destination in Nepal.,28.68417,80.94528,Walk/Taxi/Car,4.5,24 Hours
Sankha Park,Calm,Popular calm tourist destination in Nepal.,27.73248,85.34266,Walk/Taxi/Car,4.5,24 Hours
The Rhino Residency Resort,Romantic,Popular romantic tourist destination in Nepal.,27.57774,84.49325,Walk/Taxi/Car,4.5,24 Hours
Machan Wildlife Resort,Romantic,Popular romantic tourist destination in Nepal.,27.50431,84.66614,Walk/Taxi/Car,4.5,24 Hours
Begnas Lake Resort,Calm,Popular calm tourist destination in Nepal.,28.1658,84.0933,Walk/Taxi/Car,4.5,24 Hours
Base Camp,Adventure,Popular adventure tourist destination in Nepal.,28.2053,83.96889,Walk/Taxi/Car,4.5,24 Hours
Hotel Temple Tree,Spiritual,Popular spiritual tourist destination in Nepal.,28.20593,83.96321,Walk/Taxi/Car,4.5,24 Hours
Tibet Resort,Romantic,Popular romantic tourist destination in Nepal.,28.26387,83.96112,Walk/Taxi/Car,4.5,24 Hours
Shangri-La Village Resort,Romantic,Popular romantic tourist destination in Nepal.,28.39482,84.12399,Walk/Taxi/Car,4.5,24 Hours
Mount Kallash Resort,Romantic,Popular romantic tourist destination in Nepal.,28.20443,83.96284,Walk/Taxi/Car,4.5,24 Hours
Godavari Village Resort,Romantic,Popular romantic tourist destination in Nepal.,27.60859,85.35376,Walk/Taxi/Car,4.5,24 Hours
The Fort Resort,Romantic,Popular romantic tourist destination in Nepal.,27.72358,85.52464,Walk/Taxi/Car,4.5,24 Hours
Dhulikhel Lodge Resort,Romantic,Popular romantic tourist destination in Nepal.,27.62294,85.55203,Walk/Taxi/Car,4.5,24 Hours
Mirabel Resort,Romantic,Popular romantic tourist destination in Nepal.,27.67252,85.4284,Walk/Taxi/Car,4.5,24 Hours
Dhulikhel Mountain Resorts,Adventure,Popular adventure tourist destination in Nepal.,27.62091,85.54263,Walk/Taxi/Car,4.5,24 Hours
Mountain,Adventure,Popular adventure tourist destination in Nepal.,27.70365,85.31391,Walk/Taxi/Car,4.5,24 Hours
Waterfront Resort-Pokhara,Romantic,Popular romantic tourist destination in Nepal.,28.2217,83.95171,Walk/Taxi/Car,4.5,24 Hours
Himalayan Deurali Resort,Romantic,Popular romantic tourist destination in Nepal.,28.2826,83.87419,Walk/Taxi/Car,4.5,24 Hours
Trekkers Home,Adventure,Popular adventure tourist destination in Nepal.,27.71605,85.30918,Walk/Taxi/Car,4.5,24 Hours
Hotel Space Mountain Pvt Ltd.,Adventure,Popular adventure tourist destination in Nepal.,27.71736,85.50457,Walk/Taxi/Car,4.5,24 Hours
Samsara Resort,Romantic,Popular romantic tourist destination in Nepal.,27.7173,85.31842,Walk/Taxi/Car,4.5,24 Hours
Atithi Resort & Spa Pokhara,Romantic,Popular romantic tourist destination in Nepal.,28.20679,83.96684,Walk/Taxi/Car,4.5,24 Hours
Gokarna Forest Resort,Romantic,Popular romantic tourist destination in Nepal.,27.72707,85.3962,Walk/Taxi/Car,4.5,24 Hours
Mount Kailash Resort,Romantic,Popular romantic tourist destination in Nepal.,28.26361,83.97239,Walk/Taxi/Car,4.5,24 Hours
Hill Region,Calm,Popular calm tourist destination in Nepal.,27.92647,84.97513,Walk/Taxi/Car,4.5,24 Hours
Ratna Park,Calm,Popular calm tourist destination in Nepal.,27.70505,85.31471,Walk/Taxi/Car,4.5,24 Hours
Nārāyaṇhiṭi̇̄ Royal Palace,Happy,Popular happy tourist destination in Nepal.,27.7155,85.31987,Walk/Taxi/Car,4.5,24 Hours
Māthillo Buraṅchuli̇̄,Calm,Popular calm tourist destination in Nepal.,27.56176,85.29494,Walk/Taxi/Car,4.5,24 Hours
Trek O Tel,Adventure,Popular adventure tourist destination in Nepal.,28.20869,83.95755,Walk/Taxi/Car,4.5,24 Hours
Mountain Resort,Adventure,Popular adventure tourist destination in Nepal.,27.623,85.571,Walk/Taxi/Car,4.5,24 Hours
Lāṅtāṅ National Park,Calm,Popular calm tourist destination in Nepal.,27.97466,85.45947,Walk/Taxi/Car,4.5,24 Hours
Indra Sarowar Lake,Calm,Popular calm tourist destination in Nepal.,27.59873,85.16179,Walk/Taxi/Car,4.5,24 Hours
Rināmo Hill,Calm,Popular calm tourist destination in Nepal.,28.24187,85.23163,Walk/Taxi/Car,4.5,24 Hours
Lāṅṭāṅ National Park,Calm,Popular calm tourist destination in Nepal.,28.00197,85.65761,Walk/Taxi/Car,4.5,24 Hours
Lāṅṭāṅ National Park,Calm,Popular calm tourist destination in Nepal.,27.98839,85.729,Walk/Taxi/Car,4.5,24 Hours
Hanumante Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.65555,86.18393,Walk/Taxi/Car,4.5,24 Hours
Kālinchok Bhagawati̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.75631,86.04835,Walk/Taxi/Car,4.5,24 Hours
Gauri̇̄shaṅkar Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.9159,86.38233,Walk/Taxi/Car,4.5,24 Hours
Māthillo Pacharaṅ,Calm,Popular calm tourist destination in Nepal.,27.11071,86.14055,Walk/Taxi/Car,4.5,24 Hours
Churiyā Hills,Calm,Popular calm tourist destination in Nepal.,27.36254,85.04941,Walk/Taxi/Car,4.5,24 Hours
Mathillokā̃krābāri̇̄,Calm,Popular calm tourist destination in Nepal.,27.6325,85.45917,Walk/Taxi/Car,4.5,24 Hours
Gaḍhi̇̄māi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.9934,85.0473,Walk/Taxi/Car,4.5,24 Hours
Akaladevi Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.85719,84.0892,Walk/Taxi/Car,4.5,24 Hours
National Museum of Nepal,Happy,Popular happy tourist destination in Nepal.,27.70526,85.2892,Walk/Taxi/Car,4.5,24 Hours
Maṅgalnāth Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.88795,85.71121,Walk/Taxi/Car,4.5,24 Hours
Koshi̇̄ Ṭappu Wildlife Camp,Adventure,Popular adventure tourist destination in Nepal.,26.68926,87.08143,Walk/Taxi/Car,4.5,24 Hours
Barāha Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.87638,87.16576,Walk/Taxi/Car,4.5,24 Hours
Rām Jānaki̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.64305,86.62178,Walk/Taxi/Car,4.5,24 Hours
Māthillo Churumphā,Calm,Popular calm tourist destination in Nepal.,26.96009,86.60027,Walk/Taxi/Car,4.5,24 Hours
Rām Jānaki̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.57199,86.63961,Walk/Taxi/Car,4.5,24 Hours
Lakeshwar Nadi̇̄,Calm,Popular calm tourist destination in Nepal.,26.55364,86.62849,Walk/Taxi/Car,4.5,24 Hours
Pāṇḍaveshwor Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.97195,82.44556,Walk/Taxi/Car,4.5,24 Hours
Khillu Kholā,Calm,Popular calm tourist destination in Nepal.,27.98977,83.04555,Walk/Taxi/Car,4.5,24 Hours
Dantakāli̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.81824,87.28941,Walk/Taxi/Car,4.5,24 Hours
Buḍhāsubbā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.82095,87.29593,Walk/Taxi/Car,4.5,24 Hours
Bindhabāsini̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.83457,87.29914,Walk/Taxi/Car,4.5,24 Hours
Sivālaya Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.89335,83.78423,Walk/Taxi/Car,4.5,24 Hours
Garhaũ Kālikā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.95591,83.76641,Walk/Taxi/Car,4.5,24 Hours
Manakāmanā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.99148,83.8677,Walk/Taxi/Car,4.5,24 Hours
Rāmdhuni̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.69088,87.13174,Walk/Taxi/Car,4.5,24 Hours
Byās Cave,Happy,Popular happy tourist destination in Nepal.,27.97024,84.26944,Walk/Taxi/Car,4.5,24 Hours
Manakāmanā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.90436,84.58448,Walk/Taxi/Car,4.5,24 Hours
Temple Tiger,Spiritual,Popular spiritual tourist destination in Nepal.,27.53698,84.07804,Walk/Taxi/Car,4.5,24 Hours
Rāmpur Campus,Adventure,Popular adventure tourist destination in Nepal.,27.65038,84.35074,Walk/Taxi/Car,4.5,24 Hours
Bindabāsini̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.0424,84.81823,Walk/Taxi/Car,4.5,24 Hours
Gaḍhimāi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.05925,84.86101,Walk/Taxi/Car,4.5,24 Hours
Māthillo Ḍā̃ḍāgāũ,Calm,Popular calm tourist destination in Nepal.,27.47399,87.24411,Walk/Taxi/Car,4.5,24 Hours
Godāwari̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.87934,80.57857,Walk/Taxi/Car,4.5,24 Hours
Bandevi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.8593,80.56778,Walk/Taxi/Car,4.5,24 Hours
Behaḍā Bābā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.7426,80.70689,Walk/Taxi/Car,4.5,24 Hours
Rauteli̇̄thalā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.9678,81.22757,Walk/Taxi/Car,4.5,24 Hours
Mālikā Devi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.80005,81.02766,Walk/Taxi/Car,4.5,24 Hours
Belāspur Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.858,81.72768,Walk/Taxi/Car,4.5,24 Hours
Lālmāṭiyā Tent Camp,Adventure,Popular adventure tourist destination in Nepal.,28.58599,81.2728,Walk/Taxi/Car,4.5,24 Hours
Chille Kholā,Calm,Popular calm tourist destination in Nepal.,28.56251,81.7229,Walk/Taxi/Car,4.5,24 Hours
Māthillol Rahaku,Calm,Popular calm tourist destination in Nepal.,28.60917,81.88041,Walk/Taxi/Car,4.5,24 Hours
Māthillo Garjure,Calm,Popular calm tourist destination in Nepal.,28.52779,81.82121,Walk/Taxi/Car,4.5,24 Hours
Māthillo Nahāgāũ,Calm,Popular calm tourist destination in Nepal.,28.59401,81.89935,Walk/Taxi/Car,4.5,24 Hours
Tārkeshwari̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.28382,81.24732,Walk/Taxi/Car,4.5,24 Hours
Royal Bardiyā National Park,Calm,Popular calm tourist destination in Nepal.,28.44509,81.46903,Walk/Taxi/Car,4.5,24 Hours
Bāgeshwari̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.06151,81.62442,Walk/Taxi/Car,4.5,24 Hours
Kālikāmālikā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.74015,82.13996,Walk/Taxi/Car,4.5,24 Hours
Bijayaswari̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.65101,82.21317,Walk/Taxi/Car,4.5,24 Hours
Māthillo Chāṅliṅ,Calm,Popular calm tourist destination in Nepal.,28.41673,82.61812,Walk/Taxi/Car,4.5,24 Hours
Barāh Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.44951,82.72276,Walk/Taxi/Car,4.5,24 Hours
Jalake Kholā,Calm,Popular calm tourist destination in Nepal.,27.73586,84.23889,Walk/Taxi/Car,4.5,24 Hours
Chitwan National Park,Calm,Popular calm tourist destination in Nepal.,27.57114,84.12314,Walk/Taxi/Car,4.5,24 Hours
Khaptad National Park,Calm,Popular calm tourist destination in Nepal.,29.36116,81.09607,Walk/Taxi/Car,4.5,24 Hours
Chitwan National Park,Calm,Popular calm tourist destination in Nepal.,27.54223,84.36358,Walk/Taxi/Car,4.5,24 Hours
Khaptad National Park,Calm,Popular calm tourist destination in Nepal.,29.43045,81.08078,Walk/Taxi/Car,4.5,24 Hours
Khaptad National Park,Calm,Popular calm tourist destination in Nepal.,29.35275,81.16436,Walk/Taxi/Car,4.5,24 Hours
Chitwan National Park,Calm,Popular calm tourist destination in Nepal.,27.40386,84.62975,Walk/Taxi/Car,4.5,24 Hours
Chitwan National Park,Calm,Popular calm tourist destination in Nepal.,27.50144,84.71225,Walk/Taxi/Car,4.5,24 Hours
Nepal Trek Hub,Adventure,Popular adventure tourist destination in Nepal.,27.72594,85.31754,Walk/Taxi/Car,4.5,24 Hours
Birāṭ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.44373,81.9583,Walk/Taxi/Car,4.5,24 Hours
Piparkharka,Calm,Popular calm tourist destination in Nepal.,28.40924,83.96074,Walk/Taxi/Car,4.5,24 Hours
Pāthibharā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,27.42973,87.76686,Walk/Taxi/Car,4.5,24 Hours
Māthillo Nāmpā,Calm,Popular calm tourist destination in Nepal.,30.08171,80.92976,Walk/Taxi/Car,4.5,24 Hours
Sambhunāth Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.6286,86.68562,Walk/Taxi/Car,4.5,24 Hours
Milerpā Cave,Happy,Popular happy tourist destination in Nepal.,28.64082,84.04038,Walk/Taxi/Car,4.5,24 Hours
Tilicho Base Camp,Adventure,Popular adventure tourist destination in Nepal.,28.68001,83.90718,Walk/Taxi/Car,4.5,24 Hours
Māchhāpuchchhre Base Camp,Adventure,Popular adventure tourist destination in Nepal.,28.52532,83.90814,Walk/Taxi/Car,4.5,24 Hours
Māthillo Mirbu,Calm,Popular calm tourist destination in Nepal.,29.11216,83.13645,Walk/Taxi/Car,4.5,24 Hours
Simikoṭ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.96822,81.81592,Walk/Taxi/Car,4.5,24 Hours
She-Phoksuṇḍo National Park,Calm,Popular calm tourist destination in Nepal.,29.24271,82.65881,Walk/Taxi/Car,4.5,24 Hours
Māthillo Īlli̇̄,Calm,Popular calm tourist destination in Nepal.,29.11721,82.5518,Walk/Taxi/Car,4.5,24 Hours
Rārā National Park,Calm,Popular calm tourist destination in Nepal.,29.50629,82.05809,Walk/Taxi/Car,4.5,24 Hours
Māthillo Lek Goṭh,Calm,Popular calm tourist destination in Nepal.,29.6032,81.6943,Walk/Taxi/Car,4.5,24 Hours
Maṣṭā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.65647,81.26521,Walk/Taxi/Car,4.5,24 Hours
Mālikā Devi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.56057,81.39797,Walk/Taxi/Car,4.5,24 Hours
Bardādevi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.19379,81.26572,Walk/Taxi/Car,4.5,24 Hours
Mālikā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.36731,82.01082,Walk/Taxi/Car,4.5,24 Hours
Māthillo Dolāghāṭ,Calm,Popular calm tourist destination in Nepal.,29.18546,82.45051,Walk/Taxi/Car,4.5,24 Hours
Lakṣmi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,26.47119,87.95565,Walk/Taxi/Car,4.5,24 Hours
Annādatri̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.00508,82.24371,Walk/Taxi/Car,4.5,24 Hours
Jalpādevi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.09204,81.21967,Walk/Taxi/Car,4.5,24 Hours
Khappartolādevi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.08979,81.19425,Walk/Taxi/Car,4.5,24 Hours
Talitrekharka,Adventure,Popular adventure tourist destination in Nepal.,28.65374,83.45041,Walk/Taxi/Car,4.5,24 Hours
Puchhār Base Camp,Adventure,Popular adventure tourist destination in Nepal.,28.69229,83.43752,Walk/Taxi/Car,4.5,24 Hours
Māthillo Lek,Calm,Popular calm tourist destination in Nepal.,28.43801,82.83343,Walk/Taxi/Car,4.5,24 Hours
Māthillo Ḍhā̃ḍ,Calm,Popular calm tourist destination in Nepal.,27.91132,82.81245,Walk/Taxi/Car,4.5,24 Hours
Jwālāmāi Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.81562,83.87051,Walk/Taxi/Car,4.5,24 Hours
Shiva Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.81695,83.87074,Walk/Taxi/Car,4.5,24 Hours
Ranchuṅ Cave,Happy,Popular happy tourist destination in Nepal.,28.96352,83.81844,Walk/Taxi/Car,4.5,24 Hours
Everest Base Camp,Adventure,Popular adventure tourist destination in Nepal.,28.00729,86.85547,Walk/Taxi/Car,4.5,24 Hours
Kailāsh Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.39854,81.4307,Walk/Taxi/Car,4.5,24 Hours
Kailāshpati̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.40339,81.4652,Walk/Taxi/Car,4.5,24 Hours
Baḍi̇̄ Mahkā Bhagawati̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.34663,81.47759,Walk/Taxi/Car,4.5,24 Hours
Nāṭeshwari̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.35979,81.37772,Walk/Taxi/Car,4.5,24 Hours
Māthillo Seri̇̄,Calm,Popular calm tourist destination in Nepal.,29.08317,81.68929,Walk/Taxi/Car,4.5,24 Hours
Māthillo Gairi̇̄gāũ,Calm,Popular calm tourist destination in Nepal.,29.03172,81.56725,Walk/Taxi/Car,4.5,24 Hours
Surmā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.55199,81.19837,Walk/Taxi/Car,4.5,24 Hours
Bhāgeshwari̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.24583,80.43855,Walk/Taxi/Car,4.5,24 Hours
Khilli̇̄ Gāḍ,Calm,Popular calm tourist destination in Nepal.,29.68072,80.70977,Walk/Taxi/Car,4.5,24 Hours
Chaparke Kholā,Calm,Popular calm tourist destination in Nepal.,28.02245,82.34246,Walk/Taxi/Car,4.5,24 Hours
Barāha Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.09598,82.44095,Walk/Taxi/Car,4.5,24 Hours
Tribhuwan Park,Calm,Popular calm tourist destination in Nepal.,28.04555,82.48708,Walk/Taxi/Car,4.5,24 Hours
Goraksaratna Nāth Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.02301,82.4966,Walk/Taxi/Car,4.5,24 Hours
Ambeshwari̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.0428,82.50088,Walk/Taxi/Car,4.5,24 Hours
Bhagavati̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.14359,83.58793,Walk/Taxi/Car,4.5,24 Hours
Gupteshwar Cave,Happy,Popular happy tourist destination in Nepal.,28.22834,83.67348,Walk/Taxi/Car,4.5,24 Hours
Tāl Bārāhi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.20747,83.95363,Walk/Taxi/Car,4.5,24 Hours
Ratna Mandir Palace,Happy,Popular happy tourist destination in Nepal.,28.20623,83.95873,Walk/Taxi/Car,4.5,24 Hours
Basundharā Park,Calm,Popular calm tourist destination in Nepal.,28.20307,83.96478,Walk/Taxi/Car,4.5,24 Hours
Bindhyābāsini̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.23782,83.98382,Walk/Taxi/Car,4.5,24 Hours
Tibetian Refugee Camp,Adventure,Popular adventure tourist destination in Nepal.,28.18812,83.95578,Walk/Taxi/Car,4.5,24 Hours
Chaṇḍisthān Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.10363,83.83159,Walk/Taxi/Car,4.5,24 Hours
Kālikā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.01753,83.76032,Walk/Taxi/Car,4.5,24 Hours
Bhadrakāli̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.21256,84.00713,Walk/Taxi/Car,4.5,24 Hours
Dhor Bārāhi̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.06467,84.04498,Walk/Taxi/Car,4.5,24 Hours
Bhoṭe Camp,Adventure,Popular adventure tourist destination in Nepal.,28.05224,84.06624,Walk/Taxi/Car,4.5,24 Hours
Chilli̇̄ Kholā,Calm,Popular calm tourist destination in Nepal.,28.12022,84.55184,Walk/Taxi/Car,4.5,24 Hours
Māthillo Gā̃khu,Calm,Popular calm tourist destination in Nepal.,28.06126,84.61254,Walk/Taxi/Car,4.5,24 Hours
Kālikā Temple,Spiritual,Popular spiritual tourist destination in Nepal.,28.00438,84.62863,Walk/Taxi/Car,4.5,24 Hours
Kriṣṇa Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.43661,80.61736,Walk/Taxi/Car,4.5,24 Hours
Bhuminij Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.42993,80.73521,Walk/Taxi/Car,4.5,24 Hours
Tripurā Sundari̇̄ Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.28342,80.57741,Walk/Taxi/Car,4.5,24 Hours
Ghanteshwar Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.18165,80.61918,Walk/Taxi/Car,4.5,24 Hours
Golmeswar Temple,Spiritual,Popular spiritual tourist destination in Nepal.,29.30026,80.8027,Walk/Taxi/Car,4.5,24 Hours
Khillu Kholā,Calm,Popular calm tourist destination in Nepal.,28.04316,83.04498,Walk/Taxi/Car,4.5,24 Hours
